Origin,Destination,Route
Trường Trung học Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,"['Đường Trường Chinh' 'Đường Bạch Đằng' 'Đường Lê Lợi'
 'Đường Nguyễn Văn Quá' 'Đường Cái Vạn' 'Đường Lý Thường Kiệt'
 'Đường Đồng Khởi' 'Đường Lê Văn Sỹ' 'Đường Pasteur'
 'Đường Cách Mạng Tháng Tám' 'Đường Tô Hiệu' 'Đường 3/2'
 'Đường Trần Hưng Đạo']"
Trường Trung học Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,"['Đường Nguyễn Văn Linh' 'Đường Cách Mạng Tháng Tám' 'Đường Lý Tự Trọng'
 'Đường 3/2' 'Đường Tô Hiệu' 'Đường Nguyễn Văn Quá' 'Đường Lê Lợi'
 'Đường Cái Vạn' 'Đường Đồng Khởi' 'Đường Lê Văn Sỹ' 'Đường Bạch Đằng'
 'Đường Trần Hưng Đạo']"
Trường Trung học Chợ Lớn,Trung tâm Văn hóa Dân gian,"['Đường Cái Vạn' 'Đường Nguyễn Văn Linh' 'Đường Trường Chinh'
 'Đường Pasteur' 'Đường Lê Văn Sỹ' 'Đường Lê Lợi' 'Đường Nguyễn Văn Quá'
 'Đường Tô Hiệu' 'Đường Cách Mạng Tháng Tám' 'Đường 3/2'
 'Đường Trần Hưng Đạo' 'Đường Lý Tự Trọng']"
Trường Trung học Chợ Lớn,Trung tâm Y tế Quận 5,"['Đường Nguyễn Văn Linh' 'Đường Tô Hiệu' 'Đường Nguyễn Văn Quá'
 'Đường Pasteur' 'Đường 3/2' 'Đường Đồng Khởi' 'Đường Lê Văn Sỹ'
 'Đường Lý Tự Trọng' 'Đường Lê Lợi' 'Đường Lý Thường Kiệt'
 'Đường Cách Mạng Tháng Tám' 'Đường Bạch Đằng' 'Đường Trường Chinh']"
Trường Trung học Chợ Lớn,Trường Tiểu học Chợ Lớn,"['Đường Bạch Đằng' 'Đường Đồng Khởi' 'Đường Nguyễn Văn Quá'
 'Đường Tô Hiệu' 'Đường Lý Tự Trọng' 'Đường Lê Lợi' 'Đường Cái Vạn'
 'Đường Lý Thường Kiệt' 'Đường 3/2' 'Đường Trường Chinh'
 'Đường Nguyễn Văn Linh' 'Đường Cách Mạng Tháng Tám' 'Đường Pasteur'
 'Đường Lê Văn Sỹ']"
Trường Trung học Chợ Lớn,Trạm xe buýt Quận 5,"['Đường Nguyễn Văn Quá' 'Đường Đồng Khởi' 'Đường Tô Hiệu'
 'Đường Lý Tự Trọng' 'Đường Bạch Đằng' 'Đường Cách Mạng Tháng Tám'
 'Đường Nguyễn Văn Linh' 'Đường Lê Lợi' 'Đường Cái Vạn' 'Đường Pasteur'
 'Đường Trường Chinh']"
Trường Trung học Chợ Lớn,Đền Bà Thiên Hậu,"['Đường Cách Mạng Tháng Tám' 'Đường Lý Tự Trọng' 'Đường Đồng Khởi'
 'Đường Pasteur' 'Đường Lê Văn Sỹ' 'Đường Tô Hiệu' 'Đường Nguyễn Văn Quá'
 'Đường Nguyễn Văn Linh' 'Đường 3/2' 'Đường Lý Thường Kiệt'
 'Đường Trường Chinh' 'Đường Trần Hưng Đạo' 'Đường Bạch Đằng']"
Trường Trung học Chợ Lớn,Đền Vua,"['Đường Lê Lợi' 'Đường Pasteur' 'Đường Bạch Đằng' 'Đường Tô Hiệu'
 'Đường Nguyễn Văn Quá' 'Đường Nguyễn Văn Linh' 'Đường Lê Văn Sỹ'
 'Đường Lý Thường Kiệt' 'Đường Trần Hưng Đạo' 'Đường Lý Tự Trọng'
 'Đường Đồng Khởi' 'Đường Cái Vạn' 'Đường 3/2' 'Đường Trường Chinh']"
Trạm xe buýt Quận 5,Bưu điện Chợ Lớn,"['Đường Lý Thường Kiệt' 'Đường Bạch Đằng' 'Đường Trần Hưng Đạo'
 'Đường Tô Hiệu' 'Đường Lê Văn Sỹ' 'Đường Cách Mạng Tháng Tám'
 'Đường Nguyễn Văn Quá' 'Đường Pasteur' 'Đường Cái Vạn'
 'Đường Trường Chinh' 'Đường Lý Tự Trọng' 'Đường Đồng Khởi' 'Đường Lê Lợi'
 'Đường 3/2']"
Trạm xe buýt Quận 5,Bảo tàng Quận 5,"['Đường Cách Mạng Tháng Tám' 'Đường Cái Vạn' 'Đường Pasteur'
 'Đường Đồng Khởi' 'Đường Trần Hưng Đạo' 'Đường Lê Văn Sỹ'
 'Đường Nguyễn Văn Quá' 'Đường Bạch Đằng' 'Đường Trường Chinh'
 'Đường Lý Thường Kiệt']"
Trạm xe buýt Quận 5,Bệnh viện Quận 5,"['Đường 3/2' 'Đường Đồng Khởi' 'Đường Cách Mạng Tháng Tám'
 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Linh' 'Đường Trường Chinh'
 'Đường Lê Văn Sỹ' 'Đường Pasteur' 'Đường Lê Lợi' 'Đường Nguyễn Văn Quá'
 'Đường Lý Thường Kiệt' 'Đường Trần Hưng Đạo']"
Trạm xe buýt Quận 5,Chợ Bình Tây,"['Đường Lý Thường Kiệt' 'Đường Đồng Khởi' 'Đường Pasteur'
 'Đường Nguyễn Văn Linh' 'Đường Bạch Đằng' 'Đường Lê Lợi'
 'Đường Lý Tự Trọng' 'Đường Trường Chinh' 'Đường Cái Vạn' 'Đường Tô Hiệu'
 'Đường Cách Mạng Tháng Tám' 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Quá'
 'Đường Trần Hưng Đạo' 'Đường 3/2']"
Trạm xe buýt Quận 5,Chợ Bình Đông,"['Đường Cách Mạng Tháng Tám' 'Đường Lý Thường Kiệt' 'Đường Đồng Khởi'
 'Đường Lê Lợi' 'Đường Nguyễn Văn Quá' 'Đường Lý Tự Trọng'
 'Đường Trường Chinh' 'Đường Trần Hưng Đạo' 'Đường Tô Hiệu' 'Đường 3/2'
 'Đường Pasteur' 'Đường Bạch Đằng']"
Trạm xe buýt Quận 5,Công viên District 5,"['Đường 3/2' 'Đường Nguyễn Văn Linh' 'Đường Đồng Khởi'
 'Đường Lý Thường Kiệt' 'Đường Tô Hiệu' 'Đường Lê Lợi' 'Đường Pasteur'
 'Đường Lê Văn Sỹ' 'Đường Trần Hưng Đạo' 'Đường Cái Vạn' 'Đường Bạch Đằng'
 'Đường Trường Chinh' 'Đường Nguyễn Văn Quá']"
Trạm xe buýt Quận 5,Cửa hàng Điện máy X,"['Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Linh' 'Đường Bạch Đằng'
 'Đường Cái Vạn' 'Đường Nguyễn Văn Quá' 'Đường Cách Mạng Tháng Tám'
 'Đường Trường Chinh' 'Đường Lý Tự Trọng' 'Đường 3/2'
 'Đường Lý Thường Kiệt' 'Đường Đồng Khởi' 'Đường Lê Lợi' 'Đường Tô Hiệu'
 'Đường Lê Văn Sỹ']"
Trạm xe buýt Quận 5,Ngã tư Lê Văn Sỹ,"['Đường Lê Văn Sỹ' 'Đường Lý Thường Kiệt' 'Đường 3/2' 'Đường Trường Chinh'
 'Đường Lê Lợi' 'Đường Tô Hiệu' 'Đường Trần Hưng Đạo'
 'Đường Nguyễn Văn Quá' 'Đường Cái Vạn' 'Đường Nguyễn Văn Linh'
 'Đường Lý Tự Trọng']"
Trạm xe buýt Quận 5,Nhà thờ Chợ Lớn,"['Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Linh' 'Đường Cách Mạng Tháng Tám'
 'Đường Trường Chinh' 'Đường Lê Lợi' 'Đường Lê Văn Sỹ' 'Đường Cái Vạn'
 'Đường Bạch Đằng' 'Đường Đồng Khởi' 'Đường 3/2' 'Đường Tô Hiệu'
 'Đường Pasteur' 'Đường Lý Tự Trọng' 'Đường Lý Thường Kiệt']"
Trạm xe buýt Quận 5,Siêu thị Big C District 5,"['Đường Trần Hưng Đạo' 'Đường Cái Vạn' 'Đường Bạch Đằng'
 'Đường Nguyễn Văn Linh' 'Đường Lê Văn Sỹ' 'Đường Cách Mạng Tháng Tám'
 'Đường Lý Thường Kiệt' 'Đường Nguyễn Văn Quá' 'Đường Tô Hiệu'
 'Đường Pasteur' 'Đường Lý Tự Trọng' 'Đường Đồng Khởi' 'Đường Lê Lợi']"
Trạm xe buýt Quận 5,Sân vận động Quận 5,"['Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Quá' 'Đường Lý Tự Trọng'
 'Đường Cái Vạn' 'Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Linh' 'Đường 3/2'
 'Đường Tô Hiệu' 'Đường Trường Chinh' 'Đường Đồng Khởi']"
Trạm xe buýt Quận 5,Trung tâm Thương Mại Chợ Lớn,"['Đường Nguyễn Văn Linh' 'Đường Pasteur' 'Đường Lê Văn Sỹ' 'Đường Cái Vạn'
 'Đường Bạch Đằng' 'Đường Trường Chinh' 'Đường Trần Hưng Đạo'
 'Đường Lý Thường Kiệt' 'Đường 3/2' 'Đường Tô Hiệu' 'Đường Đồng Khởi'
 'Đường Nguyễn Văn Quá' 'Đường Lê Lợi' 'Đường Cách Mạng Tháng Tám']"
Trạm xe buýt Quận 5,Trung tâm Văn hóa Chợ Lớn,"['Đường Lê Văn Sỹ' 'Đường Lê Lợi' 'Đường Trần Hưng Đạo' 'Đường Cái Vạn'
 'Đường Pasteur' 'Đường Tô Hiệu' 'Đường Cách Mạng Tháng Tám' 'Đường 3/2'
 'Đường Nguyễn Văn Quá' 'Đường Lý Thường Kiệt' 'Đường Trường Chinh'
 'Đường Bạch Đằng' 'Đường Lý Tự Trọng' 'Đường Đồng Khởi']"
Trạm xe buýt Quận 5,Trung tâm Văn hóa Dân gian,"['Đường Cái Vạn' 'Đường Lý Tự Trọng' 'Đường Tô Hiệu' 'Đường Trường Chinh'
 'Đường 3/2' 'Đường Đồng Khởi' 'Đường Trần Hưng Đạo'
 'Đường Lý Thường Kiệt' 'Đường Nguyễn Văn Linh' 'Đường Nguyễn Văn Quá']"
Trạm xe buýt Quận 5,Trung tâm Y tế Quận 5,"['Đường Lý Tự Trọng' 'Đường Nguyễn Văn Linh' 'Đường Cách Mạng Tháng Tám'
 'Đường Đồng Khởi' 'Đường 3/2' 'Đường Lê Văn Sỹ' 'Đường Bạch Đằng'
 'Đường Tô Hiệu' 'Đường Lê Lợi' 'Đường Trường Chinh' 'Đường Cái Vạn'
 'Đường Lý Thường Kiệt' 'Đường Nguyễn Văn Quá' 'Đường Pasteur']"
Trạm xe buýt Quận 5,Trường Tiểu học Chợ Lớn,"['Đường Trần Hưng Đạo' 'Đường Trường Chinh' 'Đường Nguyễn Văn Linh'
 'Đường Lê Lợi' 'Đường Tô Hiệu' 'Đường Cách Mạng Tháng Tám'
 'Đường Cái Vạn' 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Quá' 'Đường 3/2'
 'Đường Lê Văn Sỹ' 'Đường Pasteur' 'Đường Đồng Khởi']"
Trạm xe buýt Quận 5,Trường Trung học Chợ Lớn,"['Đường Cái Vạn' 'Đường Nguyễn Văn Quá' 'Đường 3/2' 'Đường Đồng Khởi'
 'Đường Trần Hưng Đạo' 'Đường Tô Hiệu' 'Đường Lý Thường Kiệt'
 'Đường Nguyễn Văn Linh' 'Đường Bạch Đằng' 'Đường Lý Tự Trọng'
 'Đường Pasteur' 'Đường Lê Văn Sỹ']"
Trạm xe buýt Quận 5,Đền Bà Thiên Hậu,"['Đường Tô Hiệu' 'Đường Lý Thường Kiệt' 'Đường Đồng Khởi'
 'Đường Trường Chinh' 'Đường Cái Vạn' 'Đường Pasteur' 'Đường 3/2'
 'Đường Nguyễn Văn Linh' 'Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Quá'
 'Đường Lê Văn Sỹ' 'Đường Cách Mạng Tháng Tám' 'Đường Bạch Đằng']"
Trạm xe buýt Quận 5,Đền Vua,"['Đường Bạch Đằng' 'Đường Nguyễn Văn Linh' 'Đường Đồng Khởi'
 'Đường Trần Hưng Đạo' 'Đường Lý Thường Kiệt' 'Đường Pasteur'
 'Đường Tô Hiệu' 'Đường 3/2' 'Đường Lý Tự Trọng' 'Đường Lê Văn Sỹ'
 'Đường Trường Chinh' 'Đường Cái Vạn' 'Đường Cách Mạng Tháng Tám']"
Đền Bà Thiên Hậu,Bưu điện Chợ Lớn,"['Đường Nguyễn Văn Linh' 'Đường Bạch Đằng' 'Đường Pasteur'
 'Đường Trường Chinh' 'Đường Đồng Khởi' 'Đường Cái Vạn'
 'Đường Trần Hưng Đạo' 'Đường 3/2' 'Đường Lý Tự Trọng' 'Đường Lê Lợi']"
Đền Bà Thiên Hậu,Bảo tàng Quận 5,"['Đường Tô Hiệu' 'Đường Đồng Khởi' 'Đường Lý Thường Kiệt'
 'Đường Trần Hưng Đạo' 'Đường Cách Mạng Tháng Tám' 'Đường Lý Tự Trọng'
 'Đường Lê Văn Sỹ' 'Đường Trường Chinh' 'Đường Cái Vạn' 'Đường Pasteur']"
Đền Bà Thiên Hậu,Bệnh viện Quận 5,"['Đường Lê Văn Sỹ' 'Đường Lê Lợi' 'Đường Lý Tự Trọng'
 'Đường Cách Mạng Tháng Tám' 'Đường Đồng Khởi' 'Đường Bạch Đằng'
 'Đường Trường Chinh' 'Đường Tô Hiệu' 'Đường Cái Vạn'
 'Đường Nguyễn Văn Linh' 'Đường 3/2' 'Đường Trần Hưng Đạo'
 'Đường Lý Thường Kiệt' 'Đường Pasteur']"
Đền Bà Thiên Hậu,Chợ Bình Tây,"['Đường Cách Mạng Tháng Tám' 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Quá'
 'Đường Tô Hiệu' 'Đường Pasteur' 'Đường Cái Vạn' 'Đường Lê Lợi'
 'Đường Trường Chinh' 'Đường Nguyễn Văn Linh' 'Đường 3/2'
 'Đường Bạch Đằng' 'Đường Lý Thường Kiệt' 'Đường Đồng Khởi'
 'Đường Lý Tự Trọng']"
Đền Bà Thiên Hậu,Chợ Bình Đông,"['Đường Lê Văn Sỹ' 'Đường Tô Hiệu' 'Đường Cách Mạng Tháng Tám'
 'Đường Trường Chinh' 'Đường Pasteur' 'Đường Trần Hưng Đạo'
 'Đường Nguyễn Văn Quá' 'Đường Lý Thường Kiệt' 'Đường Lý Tự Trọng'
 'Đường Bạch Đằng' 'Đường Nguyễn Văn Linh']"
Đền Bà Thiên Hậu,Công viên District 5,"['Đường Lê Lợi' 'Đường Đồng Khởi' 'Đường Cái Vạn' 'Đường Nguyễn Văn Linh'
 'Đường Lý Thường Kiệt' 'Đường Cách Mạng Tháng Tám' 'Đường Lý Tự Trọng'
 'Đường 3/2' 'Đường Trần Hưng Đạo' 'Đường Lê Văn Sỹ'
 'Đường Nguyễn Văn Quá' 'Đường Bạch Đằng']"
Đền Bà Thiên Hậu,Cửa hàng Điện máy X,"['Đường Lý Tự Trọng' 'Đường Nguyễn Văn Linh' 'Đường Nguyễn Văn Quá'
 'Đường Cái Vạn' 'Đường Trường Chinh' 'Đường Đồng Khởi' 'Đường Tô Hiệu'
 'Đường Cách Mạng Tháng Tám' 'Đường Trần Hưng Đạo' 'Đường Bạch Đằng'
 'Đường Lê Lợi' 'Đường Lý Thường Kiệt']"
Đền Bà Thiên Hậu,Ngã tư Lê Văn Sỹ,"['Đường Cách Mạng Tháng Tám' 'Đường Pasteur' 'Đường Trường Chinh'
 'Đường Trần Hưng Đạo' 'Đường Lý Thường Kiệt' 'Đường Tô Hiệu'
 'Đường Nguyễn Văn Linh' 'Đường Lý Tự Trọng' 'Đường Bạch Đằng'
 'Đường Cái Vạn']"
Đền Bà Thiên Hậu,Nhà thờ Chợ Lớn,"['Đường Bạch Đằng' 'Đường Trường Chinh' 'Đường Lý Thường Kiệt'
 'Đường Cái Vạn' 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Linh'
 'Đường Lý Tự Trọng' 'Đường Cách Mạng Tháng Tám' 'Đường 3/2'
 'Đường Trần Hưng Đạo']"
Đền Bà Thiên Hậu,Siêu thị Big C District 5,"['Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Quá' 'Đường Nguyễn Văn Linh'
 'Đường Lý Tự Trọng' 'Đường Trần Hưng Đạo' 'Đường Cái Vạn'
 'Đường Trường Chinh' 'Đường 3/2' 'Đường Bạch Đằng' 'Đường Lý Thường Kiệt']"
Đền Bà Thiên Hậu,Sân vận động Quận 5,"['Đường 3/2' 'Đường Lý Thường Kiệt' 'Đường Nguyễn Văn Quá' 'Đường Pasteur'
 'Đường Cách Mạng Tháng Tám' 'Đường Tô Hiệu' 'Đường Cái Vạn'
 'Đường Nguyễn Văn Linh' 'Đường Trường Chinh' 'Đường Bạch Đằng'
 'Đường Đồng Khởi' 'Đường Lê Lợi' 'Đường Trần Hưng Đạo']"
Đền Bà Thiên Hậu,Trung tâm Thương Mại Chợ Lớn,"['Đường Lý Tự Trọng' 'Đường 3/2' 'Đường Pasteur' 'Đường Cái Vạn'
 'Đường Cách Mạng Tháng Tám' 'Đường Đồng Khởi' 'Đường Trường Chinh'
 'Đường Bạch Đằng' 'Đường Nguyễn Văn Quá' 'Đường Nguyễn Văn Linh'
 'Đường Lý Thường Kiệt' 'Đường Lê Lợi' 'Đường Lê Văn Sỹ' 'Đường Tô Hiệu']"
Đền Bà Thiên Hậu,Trung tâm Văn hóa Chợ Lớn,"['Đường 3/2' 'Đường Bạch Đằng' 'Đường Lý Thường Kiệt'
 'Đường Nguyễn Văn Quá' 'Đường Trần Hưng Đạo' 'Đường Lê Lợi'
 'Đường Lý Tự Trọng' 'Đường Trường Chinh' 'Đường Đồng Khởi'
 'Đường Tô Hiệu' 'Đường Lê Văn Sỹ' 'Đường Pasteur' 'Đường Cái Vạn']"
Đền Bà Thiên Hậu,Trung tâm Văn hóa Dân gian,"['Đường Pasteur' 'Đường Nguyễn Văn Quá' 'Đường Đồng Khởi'
 'Đường Trần Hưng Đạo' 'Đường 3/2' 'Đường Lý Tự Trọng' 'Đường Bạch Đằng'
 'Đường Nguyễn Văn Linh' 'Đường Tô Hiệu' 'Đường Cách Mạng Tháng Tám'
 'Đường Trường Chinh' 'Đường Lý Thường Kiệt' 'Đường Lê Văn Sỹ'
 'Đường Cái Vạn' 'Đường Lê Lợi']"
Đền Bà Thiên Hậu,Trung tâm Y tế Quận 5,"['Đường Trần Hưng Đạo' 'Đường Lý Tự Trọng' 'Đường Lý Thường Kiệt'
 'Đường Lê Văn Sỹ' 'Đường Cách Mạng Tháng Tám' 'Đường Pasteur'
 'Đường Lê Lợi' 'Đường Tô Hiệu' 'Đường Nguyễn Văn Quá' 'Đường Đồng Khởi'
 'Đường Trường Chinh']"
Đền Bà Thiên Hậu,Trường Tiểu học Chợ Lớn,"['Đường Cách Mạng Tháng Tám' 'Đường Tô Hiệu' 'Đường 3/2' 'Đường Lê Lợi'
 'Đường Bạch Đằng' 'Đường Nguyễn Văn Quá' 'Đường Cái Vạn'
 'Đường Đồng Khởi' 'Đường Trần Hưng Đạo' 'Đường Lê Văn Sỹ' 'Đường Pasteur'
 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Linh']"
Đền Bà Thiên Hậu,Trường Trung học Chợ Lớn,"['Đường Lý Tự Trọng' 'Đường Lê Lợi' 'Đường Bạch Đằng' 'Đường Lê Văn Sỹ'
 'Đường Cách Mạng Tháng Tám' 'Đường Pasteur' 'Đường Nguyễn Văn Quá'
 'Đường Cái Vạn' 'Đường Trần Hưng Đạo' 'Đường Trường Chinh' 'Đường 3/2'
 'Đường Tô Hiệu']"
Đền Bà Thiên Hậu,Trạm xe buýt Quận 5,"['Đường Lê Văn Sỹ' 'Đường Lý Tự Trọng' 'Đường Lê Lợi' 'Đường Bạch Đằng'
 'Đường Lý Thường Kiệt' 'Đường Trường Chinh' 'Đường Tô Hiệu'
 'Đường Pasteur' 'Đường Đồng Khởi' 'Đường 3/2' 'Đường Nguyễn Văn Quá'
 'Đường Cách Mạng Tháng Tám' 'Đường Trần Hưng Đạo']"
Đền Bà Thiên Hậu,Đền Vua,"['Đường Nguyễn Văn Quá' 'Đường Trường Chinh' 'Đường Lý Tự Trọng'
 'Đường Lý Thường Kiệt' 'Đường Tô Hiệu' 'Đường Cách Mạng Tháng Tám'
 'Đường Bạch Đằng' 'Đường Nguyễn Văn Linh' 'Đường Lê Văn Sỹ'
 'Đường Pasteur' 'Đường Trần Hưng Đạo' 'Đường Lê Lợi' 'Đường Cái Vạn'
 'Đường Đồng Khởi']"
Đền Vua,Bưu điện Chợ Lớn,"['Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Linh' 'Đường Lý Thường Kiệt'
 'Đường Trần Hưng Đạo' 'Đường Trường Chinh' 'Đường Tô Hiệu'
 'Đường Đồng Khởi' 'Đường Lý Tự Trọng' 'Đường Bạch Đằng' 'Đường Cái Vạn']"
Đền Vua,Bảo tàng Quận 5,"['Đường Lê Lợi' 'Đường Tô Hiệu' 'Đường Cách Mạng Tháng Tám'
 'Đường Nguyễn Văn Quá' 'Đường Lý Thường Kiệt' 'Đường Trần Hưng Đạo'
 'Đường Lê Văn Sỹ' 'Đường Pasteur' 'Đường Cái Vạn' 'Đường Đồng Khởi'
 'Đường Nguyễn Văn Linh']"
Đền Vua,Bệnh viện Quận 5,"['Đường Trường Chinh' 'Đường Pasteur' 'Đường Lý Thường Kiệt'
 'Đường Cách Mạng Tháng Tám' 'Đường Nguyễn Văn Linh' 'Đường Lê Văn Sỹ'
 'Đường 3/2' 'Đường Bạch Đằng' 'Đường Trần Hưng Đạo' 'Đường Lý Tự Trọng'
 'Đường Cái Vạn']"
Đền Vua,Chợ Bình Tây,"['Đường Trường Chinh' 'Đường Lý Thường Kiệt' 'Đường Trần Hưng Đạo'
 'Đường 3/2' 'Đường Lê Văn Sỹ' 'Đường Tô Hiệu' 'Đường Cái Vạn'
 'Đường Đồng Khởi' 'Đường Nguyễn Văn Linh' 'Đường Lý Tự Trọng'
 'Đường Lê Lợi' 'Đường Cách Mạng Tháng Tám' 'Đường Bạch Đằng']"
Đền Vua,Chợ Bình Đông,"['Đường Pasteur' 'Đường Trường Chinh' 'Đường Bạch Đằng' 'Đường Cái Vạn'
 'Đường Trần Hưng Đạo' 'Đường Cách Mạng Tháng Tám' 'Đường Tô Hiệu'
 'Đường Nguyễn Văn Quá' 'Đường Lý Thường Kiệt' 'Đường Lý Tự Trọng'
 'Đường Đồng Khởi' 'Đường Lê Lợi' 'Đường Nguyễn Văn Linh' 'Đường 3/2']"
Đền Vua,Công viên District 5,"['Đường Bạch Đằng' 'Đường Đồng Khởi' 'Đường Tô Hiệu' 'Đường Lê Văn Sỹ'
 'Đường Cách Mạng Tháng Tám' 'Đường Trường Chinh' 'Đường Lý Thường Kiệt'
 'Đường Lê Lợi' 'Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Quá'
 'Đường Lý Tự Trọng' 'Đường 3/2']"
Đền Vua,Cửa hàng Điện máy X,"['Đường Đồng Khởi' 'Đường Lê Văn Sỹ' 'Đường Pasteur' 'Đường Lý Tự Trọng'
 'Đường Trường Chinh' 'Đường Cách Mạng Tháng Tám' 'Đường Lê Lợi'
 'Đường Cái Vạn' 'Đường Lý Thường Kiệt' 'Đường Bạch Đằng'
 'Đường Nguyễn Văn Quá' 'Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Linh']"
Đền Vua,Ngã tư Lê Văn Sỹ,"['Đường Lý Thường Kiệt' 'Đường Lý Tự Trọng' 'Đường Trần Hưng Đạo'
 'Đường Bạch Đằng' 'Đường Pasteur' 'Đường Lê Văn Sỹ' 'Đường 3/2'
 'Đường Lê Lợi' 'Đường Trường Chinh' 'Đường Tô Hiệu' 'Đường Đồng Khởi'
 'Đường Nguyễn Văn Linh' 'Đường Cái Vạn' 'Đường Cách Mạng Tháng Tám']"
Đền Vua,Nhà thờ Chợ Lớn,"['Đường Tô Hiệu' 'Đường Cách Mạng Tháng Tám' 'Đường Nguyễn Văn Linh'
 'Đường Bạch Đằng' 'Đường Trường Chinh' 'Đường Lê Lợi' 'Đường Đồng Khởi'
 'Đường Lý Thường Kiệt' 'Đường Trần Hưng Đạo' 'Đường 3/2'
 'Đường Lý Tự Trọng' 'Đường Pasteur' 'Đường Lê Văn Sỹ'
 'Đường Nguyễn Văn Quá']"
Đền Vua,Siêu thị Big C District 5,"['Đường Trường Chinh' 'Đường Lý Tự Trọng' 'Đường Pasteur'
 'Đường Trần Hưng Đạo' 'Đường Đồng Khởi' 'Đường Cái Vạn' 'Đường Lê Văn Sỹ'
 'Đường Lý Thường Kiệt' 'Đường Bạch Đằng' 'Đường Tô Hiệu'
 'Đường Nguyễn Văn Linh' 'Đường Cách Mạng Tháng Tám' 'Đường 3/2']"
Đền Vua,Sân vận động Quận 5,"['Đường Cách Mạng Tháng Tám' 'Đường Nguyễn Văn Linh' 'Đường Lê Lợi'
 'Đường Lý Tự Trọng' 'Đường Lý Thường Kiệt' 'Đường Lê Văn Sỹ' 'Đường 3/2'
 'Đường Pasteur' 'Đường Trường Chinh' 'Đường Trần Hưng Đạo'
 'Đường Bạch Đằng' 'Đường Nguyễn Văn Quá' 'Đường Cái Vạn']"
Đền Vua,Trung tâm Thương Mại Chợ Lớn,"['Đường Tô Hiệu' 'Đường 3/2' 'Đường Cách Mạng Tháng Tám' 'Đường Pasteur'
 'Đường Lý Tự Trọng' 'Đường Lê Văn Sỹ' 'Đường Trần Hưng Đạo'
 'Đường Nguyễn Văn Linh' 'Đường Bạch Đằng' 'Đường Cái Vạn']"
Đền Vua,Trung tâm Văn hóa Chợ Lớn,"['Đường Nguyễn Văn Quá' 'Đường Bạch Đằng' 'Đường Tô Hiệu'
 'Đường Trường Chinh' 'Đường Trần Hưng Đạo' 'Đường Lý Tự Trọng'
 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Linh' 'Đường 3/2' 'Đường Pasteur'
 'Đường Lý Thường Kiệt' 'Đường Đồng Khởi' 'Đường Lê Lợi']"
Đền Vua,Trung tâm Văn hóa Dân gian,"['Đường Cách Mạng Tháng Tám' 'Đường Lý Thường Kiệt' 'Đường Lê Văn Sỹ'
 'Đường Nguyễn Văn Linh' 'Đường 3/2' 'Đường Trường Chinh' 'Đường Pasteur'
 'Đường Bạch Đằng' 'Đường Trần Hưng Đạo' 'Đường Tô Hiệu']"
Đền Vua,Trung tâm Y tế Quận 5,"['Đường Nguyễn Văn Linh' 'Đường 3/2' 'Đường Nguyễn Văn Quá'
 'Đường Trần Hưng Đạo' 'Đường Lê Lợi' 'Đường Bạch Đằng' 'Đường Cái Vạn'
 'Đường Lý Tự Trọng' 'Đường Lý Thường Kiệt' 'Đường Pasteur'
 'Đường Cách Mạng Tháng Tám' 'Đường Trường Chinh' 'Đường Tô Hiệu']"
Đền Vua,Trường Tiểu học Chợ Lớn,"['Đường Nguyễn Văn Linh' 'Đường Trường Chinh' 'Đường Nguyễn Văn Quá'
 'Đường Cái Vạn' 'Đường Lê Lợi' 'Đường Lý Thường Kiệt' 'Đường Bạch Đằng'
 'Đường Pasteur' 'Đường Lý Tự Trọng' 'Đường Tô Hiệu' 'Đường Trần Hưng Đạo'
 'Đường Đồng Khởi' 'Đường Lê Văn Sỹ']"
Đền Vua,Trường Trung học Chợ Lớn,"['Đường Nguyễn Văn Linh' 'Đường Lý Tự Trọng' 'Đường Bạch Đằng'
 'Đường Tô Hiệu' 'Đường Pasteur' 'Đường Lý Thường Kiệt' 'Đường 3/2'
 'Đường Cách Mạng Tháng Tám' 'Đường Cái Vạn' 'Đường Nguyễn Văn Quá']"
